PaperID,CageID,Cabinet,Block,Population,Country,Lat,Long,Photoperiod,Generation,NumPupae,BFDate,OvipositionDate,InitialEggs,Subsampled,H1IndDate,H1CtDate,H1Count,H2IndDate,H2CtDate,H2Count,EmbryoCtDate,EmbryoCount,TotalHatch,TotalLarvaeEmbryos,Notes1,Notes2,,,,,,,,,,,,,,,,
180-3,180,8,A,KAN,JP,36.56,136.7,13.5,F3,54,5/8/19,5/17/19,203,n,6/4/19,6/6/19,71,6/13/19,6/14/19,2,6/15/19,113,73,186,NA,NA,,,,,,,,,,,,,,,,
181-3,181,8,A,KYO,JP,35,135.8,13.5,F4,63,5/8/19,5/17/19,280,n,6/4/19,6/6/19,117,6/13/19,6/14/19,4,6/15/19,117,121,238,NA,NA,,,,,,,,,,,,,,,,
182-3,182,8,A,NVA,US,36.35,-78.4,13.5,F3,54,5/8/19,5/17/19,282,n,6/4/19,6/6/19,104,6/13/19,6/14/19,2,6/15/19,120,106,226,NA,NA,,,,,,,,,,,,,,,,
183-3,183,8,A,OAK,US,28.85,-80.9,13.5,F3,68,5/8/19,5/17/19,87,n,6/4/19,6/6/19,62,6/13/19,6/14/19,2,6/15/19,4,64,68,NA,NA,,,,,,,,,,,,,,,,
184-3,184,8,A,PBS,US,26.67,-80.2,13.5,F3,54,5/8/19,5/17/19,198,n,6/4/19,6/6/19,142,6/13/19,6/14/19,0,6/15/19,0,142,142,NA,NA,,,,,,,,,,,,,,,,
185-3,185,8,A,SAG,JP,33.25,130.3,13.5,F4,76,5/8/19,5/17/19,368,n,6/4/19,6/6/19,148,6/13/19,6/14/19,36,6/15/19,149,184,333,NA,NA,,,,,,,,,,,,,,,,
186-3,186,8,A,SEN,JP,38.29,140.9,13.5,F3,65,5/8/19,5/17/19,237,n,6/4/19,6/6/19,29,6/13/19,6/14/19,4,6/15/19,185,33,218,NA,NA,,,,,,,,,,,,,,,,
187-3,187,8,A,WAV,US,37.05,-77.1,13.5,F3,64,5/8/19,5/17/19,233,n,6/4/19,6/6/19,26,6/13/19,6/14/19,1,6/15/19,176,27,203,NA,NA,,,,,,,,,,,,,,,,
188-3,188,9,A,BER,US,39.77,-74.9,12,F3,66,5/8/19,5/17/19,407,y,6/5/19,6/7/19,0,6/13/19,6/14/19,1,6/15/19,315,1,316,NA,NA,,,,,,,,,,,,,,,,
189-3,189,9,A,BRU,US,31.13,-81.5,12,F3,63,5/8/19,5/17/19,208,n,6/5/19,6/7/19,47,6/13/19,6/14/19,0,6/15/19,150,47,197,NA,NA,,,,,,,,,,,,,,,,
190-3,190,9,A,KAG,JP,31.6,130.6,12,F4,73,5/8/19,5/17/19,470,n,6/5/19,6/7/19,5,6/13/19,6/14/19,4,6/15/19,387,9,396,Chorions,were,darker,NA,,,,,,,,,,,,,,
191-3,191,9,A,KAN,JP,36.56,136.7,12,F3,57,5/8/19,5/17/19,90,n,6/5/19,6/7/19,5,6/13/19,6/14/19,3,6/15/19,48,8,56,NA,NA,,,,,,,,,,,,,,,,
192-3,192,9,A,KYO,JP,35,135.8,12,F4,65,5/8/19,5/17/19,183,n,6/5/19,6/7/19,0,6/13/19,6/14/19,2,6/15/19,151,2,153,NA,NA,,,,,,,,,,,,,,,,
193-3,193,9,A,NVA,US,36.35,-78.4,12,F3,57,5/8/19,5/17/19,250,n,6/5/19,6/7/19,1,6/13/19,6/14/19,0,6/15/19,234,1,235,NA,NA,,,,,,,,,,,,,,,,
194-3,194,9,A,OAK,US,28.85,-80.9,12,F3,68,5/8/19,5/17/19,341,n,6/5/19,6/7/19,140,6/13/19,6/14/19,19,6/15/19,152,159,311,NA,NA,,,,,,,,,,,,,,,,
195-3,195,9,A,PBS,US,26.67,-80.2,12,F3,56,5/8/19,5/17/19,175,n,6/5/19,6/7/19,126,6/13/19,6/14/19,10,6/15/19,5,136,141,NA,NA,,,,,,,,,,,,,,,,
196-3,196,9,A,SAG,JP,33.25,130.3,12,F4,77,5/8/19,5/17/19,411,y,6/5/19,6/7/19,5,6/13/19,6/14/19,2,6/15/19,355,7,362,NA,NA,,,,,,,,,,,,,,,,
197-3,197,9,A,SEN,JP,38.29,140.9,12,F3,66,5/8/19,5/17/19,191,n,6/5/19,6/7/19,8,6/13/19,6/14/19,6,6/15/19,160,14,174,NA,NA,,,,,,,,,,,,,,,,
198-3,198,9,A,WAV,US,37.05,-77.1,12,F3,64,5/8/19,5/17/19,156,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,136,0,136,NA,NA,,,,,,,,,,,,,,,,
199-3,199,10,A,BER,US,39.77,-74.9,14,F3,64,5/7/19,5/17/19,28,n,6/4/19,6/6/19,19,6/13/19,6/14/19,0,6/15/19,7,19,26,NA,NA,,,,,,,,,,,,,,,,
200-3,200,10,A,BRU,US,31.13,-81.5,14,F3,63,5/7/19,5/17/19,63,n,6/4/19,6/6/19,55,6/13/19,6/14/19,0,6/15/19,0,55,55,NA,NA,,,,,,,,,,,,,,,,
201-3,201,10,A,KAG,JP,31.6,130.6,14,F4,73,5/7/19,5/17/19,74,n,6/4/19,6/6/19,48,6/13/19,6/14/19,2,6/15/19,0,50,50,NA,NA,,,,,,,,,,,,,,,,
202-3,202,10,A,KAN,JP,36.56,136.7,14,F3,59,5/7/19,5/17/19,56,n,6/4/19,6/6/19,34,6/13/19,6/14/19,0,6/15/19,5,34,39,NA,NA,,,,,,,,,,,,,,,,
203-3,203,10,A,KYO,JP,35,135.8,14,F4,66,5/7/19,5/17/19,152,n,6/4/19,6/6/19,129,6/13/19,6/14/19,0,6/15/19,4,129,133,NA,NA,,,,,,,,,,,,,,,,
204-3,204,10,A,NVA,US,36.35,-78.4,14,F3,56,5/7/19,5/17/19,142,n,6/4/19,6/6/19,117,6/13/19,6/14/19,0,6/15/19,1,117,118,NA,NA,,,,,,,,,,,,,,,,
205-3,205,10,A,OAK,US,28.85,-80.9,14,F3,69,5/7/19,5/17/19,36,n,6/4/19,6/6/19,32,6/13/19,6/14/19,0,6/15/19,0,32,32,NA,NA,,,,,,,,,,,,,,,,
206-3,206,10,A,PBS,US,26.67,-80.2,14,F3,53,5/7/19,5/17/19,84,n,6/4/19,6/6/19,66,6/13/19,6/14/19,1,6/15/19,0,67,67,NA,NA,,,,,,,,,,,,,,,,
207-3,207,10,A,SAG,JP,33.25,130.3,14,F4,77,5/7/19,5/17/19,112,n,6/4/19,6/6/19,98,6/13/19,6/14/19,0,6/15/19,0,98,98,NA,NA,,,,,,,,,,,,,,,,
208-3,208,10,A,SEN,JP,38.29,140.9,14,F3,66,5/7/19,5/17/19,196,n,6/4/19,6/6/19,77,6/13/19,6/14/19,1,6/15/19,84,78,162,NA,NA,,,,,,,,,,,,,,,,
209-3,209,10,A,WAV,US,37.05,-77.1,14,F3,64,5/7/19,5/17/19,47,n,6/4/19,6/6/19,30,6/13/19,6/14/19,0,6/15/19,5,30,35,NA,NA,,,,,,,,,,,,,,,,
210-3,210,11,A,BER,US,39.77,-74.9,13.75,F3,65,5/7/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
211-3,211,11,A,BRU,US,31.13,-81.5,13.75,F3,66,5/7/19,5/17/19,134,n,6/5/19,6/7/19,105,6/13/19,6/14/19,0,6/15/19,8,105,113,NA,NA,,,,,,,,,,,,,,,,
212-3,212,11,A,KAG,JP,31.6,130.6,13.75,F4,72,5/7/19,5/17/19,161,n,6/5/19,6/7/19,101,6/13/19,6/14/19,0,6/15/19,21,101,122,NA,NA,,,,,,,,,,,,,,,,
213-3,213,11,A,KAN,JP,36.56,136.7,13.75,F3,54,5/7/19,5/17/19,155,n,6/5/19,6/7/19,70,6/13/19,6/14/19,3,6/15/19,38,73,111,NA,NA,,,,,,,,,,,,,,,,
214-3,214,11,A,KYO,JP,35,135.8,13.75,F4,64,5/7/19,5/17/19,199,n,6/5/19,6/7/19,148,6/13/19,6/14/19,0,6/15/19,28,148,176,NA,NA,,,,,,,,,,,,,,,,
215-3,215,11,A,NVA,US,36.35,-78.4,13.75,F3,57,5/7/19,5/17/19,129,n,6/5/19,6/7/19,76,6/13/19,6/14/19,1,6/15/19,30,77,107,NA,NA,,,,,,,,,,,,,,,,
216-3,216,11,A,OAK,US,28.85,-80.9,13.75,F3,69,5/7/19,5/17/19,28,n,6/5/19,6/7/19,24,6/13/19,6/14/19,0,6/15/19,0,24,24,NA,NA,,,,,,,,,,,,,,,,
217-3,217,11,A,PBS,US,26.67,-80.2,13.75,F3,57,5/7/19,5/17/19,84,n,6/5/19,6/7/19,59,6/13/19,6/14/19,2,6/15/19,2,61,63,NA,NA,,,,,,,,,,,,,,,,
218-3,218,11,A,SAG,JP,33.25,130.3,13.75,F4,77,5/7/19,5/17/19,112,n,6/5/19,6/7/19,92,6/13/19,6/14/19,3,6/15/19,2,95,97,NA,NA,,,,,,,,,,,,,,,,
219-3,219,11,A,SEN,JP,38.29,140.9,13.75,F3,66,5/7/19,5/17/19,341,n,6/5/19,6/7/19,51,6/13/19,6/14/19,3,6/15/19,213,54,267,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
220-3,220,11,A,WAV,US,37.05,-77.1,13.75,F3,64,5/7/19,5/17/19,75,n,6/5/19,6/7/19,50,6/13/19,6/14/19,0,6/15/19,19,50,69,NA,NA,,,,,,,,,,,,,,,,
221-3,221,12,A,BER,US,39.77,-74.9,8,F3,63,5/8/19,5/17/19,205,n,6/4/19,6/6/19,1,6/13/19,6/14/19,0,6/15/19,179,1,180,NA,NA,,,,,,,,,,,,,,,,
222-3,222,12,A,BRU,US,31.13,-81.5,8,F3,63,5/8/19,5/17/19,458,n,6/4/19,6/6/19,75,6/13/19,6/14/19,7,6/15/19,247,82,329,NA,NA,,,,,,,,,,,,,,,,
223-3,223,12,A,KAG,JP,31.6,130.6,8,F4,73,5/8/19,5/17/19,312,n,6/4/19,6/6/19,4,6/13/19,6/14/19,2,6/15/19,272,6,278,NA,NA,,,,,,,,,,,,,,,,
224-3,224,12,A,KAN,JP,36.56,136.7,8,F3,59,5/8/19,5/17/19,178,n,6/4/19,6/6/19,1,6/13/19,6/14/19,1,6/15/19,145,2,147,NA,NA,,,,,,,,,,,,,,,,
225-3,225,12,A,KYO,JP,35,135.8,8,F4,67,5/8/19,5/17/19,239,n,6/4/19,6/6/19,3,6/13/19,6/14/19,0,6/15/19,213,3,216,NA,NA,,,,,,,,,,,,,,,,
226-3,226,12,A,NVA,US,36.35,-78.4,8,F3,57,5/8/19,5/17/19,203,n,6/4/19,6/6/19,0,6/13/19,6/14/19,2,6/15/19,172,2,174,NA,NA,,,,,,,,,,,,,,,,
227-3,227,12,A,OAK,US,28.85,-80.9,8,F3,69,5/8/19,5/17/19,215,n,6/4/19,6/6/19,90,6/13/19,6/14/19,17,6/15/19,79,107,186,NA,NA,,,,,,,,,,,,,,,,
228-3,228,12,A,PBS,US,26.67,-80.2,8,F3,52,5/8/19,5/17/19,100,n,6/4/19,6/6/19,64,6/13/19,6/14/19,1,6/15/19,2,65,67,NA,NA,,,,,,,,,,,,,,,,
229-3,229,12,A,SAG,JP,33.25,130.3,8,F4,76,5/8/19,5/17/19,362,n,6/4/19,6/6/19,3,6/13/19,6/14/19,0,6/15/19,319,3,322,NA,NA,,,,,,,,,,,,,,,,
230-3,230,12,A,SEN,JP,38.29,140.9,8,F3,66,5/8/19,5/17/19,306,n,6/4/19,6/6/19,9,6/13/19,6/14/19,3,6/15/19,258,12,270,NA,NA,,,,,,,,,,,,,,,,
231-3,231,12,A,WAV,US,37.05,-77.1,8,F3,67,5/8/19,5/17/19,86,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,78,0,78,NA,NA,,,,,,,,,,,,,,,,
232-3,232,13,A,BER,US,39.77,-74.9,8,F3,64,5/6/19,5/17/19,52,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,46,0,46,NA,NA,,,,,,,,,,,,,,,,
233-3,233,13,A,BRU,US,31.13,-81.5,8,F3,63,5/6/19,5/17/19,22,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,5,0,5,NA,NA,,,,,,,,,,,,,,,,
234-3,234,13,A,KAG,JP,31.6,130.6,8,F4,72,5/6/19,5/17/19,206,n,6/5/19,6/7/19,4,6/13/19,6/14/19,0,6/15/19,177,4,181,NA,NA,,,,,,,,,,,,,,,,
235-3,235,13,A,KAN,JP,36.56,136.7,8,F3,58,5/6/19,5/17/19,30,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,18,0,18,NA,NA,,,,,,,,,,,,,,,,
236-3,236,13,A,KYO,JP,35,135.8,8,F4,67,5/6/19,5/17/19,184,n,6/5/19,6/7/19,3,6/13/19,6/14/19,0,6/15/19,177,3,180,NA,NA,,,,,,,,,,,,,,,,
237-3,237,13,A,NVA,US,36.35,-78.4,8,F3,57,5/6/19,5/17/19,40,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,32,0,32,NA,NA,,,,,,,,,,,,,,,,
238-3,238,13,A,OAK,US,28.85,-80.9,8,F3,69,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,Spreadsheet,got,messed,up,during,editing,-,not,sure,if,238,and,242,are,correct,-,discard,NA
239-3,239,13,A,PBS,US,26.67,-80.2,8,F3,53,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
240-3,240,13,A,SAG,JP,33.25,130.3,8,F4,77,5/6/19,5/17/19,102,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,95,0,95,NA,NA,,,,,,,,,,,,,,,,
241-3,241,13,A,SEN,JP,38.29,140.9,8,F3,66,5/6/19,5/17/19,15,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,15,0,15,NA,NA,,,,,,,,,,,,,,,,
242-3,242,13,A,WAV,US,37.05,-77.1,8,F3,67,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,Spreadsheet,got,messed,up,during,editing,-,not,sure,if,238,and,242,are,correct,-,discard,NA
100-4,100,1,A,BER,US,39.77,-74.9,16,F3,64,5/7/19,5/20/19,53,n,6/4/19,6/6/19,47,6/15/19,6/16/19,0,6/17/19,0,47,47,NA,NA,,,,,,,,,,,,,,,,
101-4,101,1,A,BRU,US,31.13,-81.5,16,F3,63,5/7/19,5/20/19,67,n,6/4/19,6/6/19,54,6/15/19,6/16/19,0,6/17/19,1,54,55,NA,NA,,,,,,,,,,,,,,,,
102-4,102,1,A,KAG,JP,31.6,130.6,16,F4,74,5/7/19,5/20/19,45,n,6/4/19,6/6/19,34,6/15/19,6/16/19,0,6/17/19,0,34,34,NA,NA,,,,,,,,,,,,,,,,
103-4,103,1,A,KAN,JP,36.56,136.7,16,F3,58,5/7/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
104-4,104,1,A,KYO,JP,35,135.8,16,F4,67,5/7/19,5/20/19,93,n,6/4/19,6/6/19,81,6/15/19,6/16/19,0,6/17/19,0,81,81,NA,NA,,,,,,,,,,,,,,,,
105-4,105,1,A,NVA,US,36.35,-78.4,16,F3,56,5/7/19,5/20/19,90,n,6/4/19,6/6/19,70,6/15/19,6/16/19,0,6/17/19,0,70,70,NA,NA,,,,,,,,,,,,,,,,
106-4,106,1,A,OAK,US,28.85,-80.9,16,F3,71,5/7/19,5/20/19,57,n,6/4/19,6/6/19,43,6/15/19,6/16/19,0,6/17/19,0,43,43,NA,NA,,,,,,,,,,,,,,,,
107-4,107,1,A,PBS,US,26.67,-80.2,16,F3,56,5/7/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
108-4,108,1,A,SAG,JP,33.25,130.3,16,F4,78,5/7/19,5/20/19,87,n,6/4/19,6/6/19,66,6/15/19,6/16/19,0,6/17/19,2,66,68,NA,NA,,,,,,,,,,,,,,,,
109-4,109,1,A,SEN,JP,38.29,140.9,16,F3,60,5/7/19,5/20/19,114,n,6/4/19,6/6/19,85,6/15/19,6/16/19,0,6/17/19,3,85,88,NA,NA,,,,,,,,,,,,,,,,
110-4,110,1,A,WAV,US,37.05,-77.1,16,F3,66,5/7/19,5/20/19,53,n,6/4/19,6/6/19,42,6/15/19,6/16/19,0,6/17/19,0,42,42,NA,NA,,,,,,,,,,,,,,,,
111-4,111,2,A,BER,US,39.77,-74.9,13,F3,64,5/8/19,5/20/19,201,n,6/3/19,6/5/19,1,6/15/19,6/16/19,1,6/17/19,167,2,169,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
112-4,112,2,A,BRU,US,31.13,-81.5,13,F3,63,5/8/19,5/20/19,161,n,6/3/19,6/5/19,46,6/15/19,6/16/19,11,6/17/19,83,57,140,NA,NA,,,,,,,,,,,,,,,,
113-4,113,2,A,KAG,JP,31.6,130.6,13,F4,74,5/8/19,5/20/19,234,n,6/3/19,6/5/19,31,6/15/19,6/16/19,11,6/17/19,158,42,200,NA,NA,,,,,,,,,,,,,,,,
114-4,114,2,A,KAN,JP,36.56,136.7,13,F3,58,5/8/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
115-4,115,2,A,KYO,JP,35,135.8,13,F4,67,5/8/19,5/20/19,436,y,6/3/19,6/5/19,13,6/15/19,6/16/19,7,6/17/19,390,20,410,NA,NA,,,,,,,,,,,,,,,,
116-4,116,2,A,NVA,US,36.35,-78.4,13,F3,57,5/8/19,5/20/19,176,n,6/3/19,6/5/19,10,6/15/19,6/16/19,0,6/17/19,140,10,150,NA,NA,,,,,,,,,,,,,,,,
117-4,117,2,A,OAK,US,28.85,-80.9,13,F3,70,5/8/19,5/20/19,49,n,6/3/19,6/5/19,36,6/15/19,6/16/19,0,6/17/19,0,36,36,NA,NA,,,,,,,,,,,,,,,,
118-4,118,2,A,PBS,US,26.67,-80.2,13,F3,54,5/8/19,5/20/19,127,n,6/3/19,6/5/19,87,6/15/19,6/16/19,0,6/17/19,1,87,88,NA,NA,,,,,,,,,,,,,,,,
119-4,119,2,A,SAG,JP,33.25,130.3,13,F4,76,5/8/19,5/20/19,136,n,6/3/19,6/5/19,3,6/15/19,6/16/19,2,6/17/19,127,5,132,NA,NA,,,,,,,,,,,,,,,,
120-4,120,2,A,SEN,JP,38.29,140.9,13,F3,66,5/8/19,5/20/19,230,n,6/3/19,6/5/19,10,6/15/19,6/16/19,2,6/17/19,129,12,141,NA,NA,,,,,,,,,,,,,,,,
121-4,121,2,A,WAV,US,37.05,-77.1,13,F3,65,5/8/19,5/20/19,288,y,6/3/19,6/5/19,13,6/15/19,6/16/19,3,6/17/19,235,16,251,NA,NA,,,,,,,,,,,,,,,,
122-4,122,3,A,BER,US,39.77,-74.9,12.75,F3,64,5/6/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
123-4,123,3,A,BRU,US,31.13,-81.5,12.75,F3,62,5/6/19,5/20/19,27,n,6/4/19,6/6/19,11,6/15/19,6/16/19,1,6/17/19,11,12,23,NA,NA,,,,,,,,,,,,,,,,
124-4,124,3,A,KAG,JP,31.6,130.6,12.75,F4,74,5/6/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
125-4,125,3,A,KAN,JP,36.56,136.7,12.75,F3,56,5/6/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
126-4,126,3,A,KYO,JP,35,135.8,12.75,F4,66,5/6/19,5/20/19,213,y,6/4/19,6/6/19,1,6/15/19,6/16/19,2,6/17/19,184,3,187,NA,NA,,,,,,,,,,,,,,,,
127-4,127,3,A,NVA,US,36.35,-78.4,12.75,F3,57,5/6/19,5/20/19,138,n,6/4/19,6/6/19,2,6/15/19,6/16/19,1,6/17/19,117,3,120,NA,NA,,,,,,,,,,,,,,,,
128-4,128,3,A,OAK,US,28.85,-80.9,12.75,F3,69,5/6/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
129-4,129,3,A,PBS,US,26.67,-80.2,12.75,F3,56,5/6/19,5/20/19,39,n,6/4/19,6/6/19,30,6/15/19,6/16/19,0,6/17/19,0,30,30,NA,NA,,,,,,,,,,,,,,,,
130-4,130,3,A,SAG,JP,33.25,130.3,12.75,F4,69,5/6/19,5/20/19,33,n,6/4/19,6/6/19,3,6/15/19,6/16/19,2,6/17/19,16,5,21,NA,NA,,,,,,,,,,,,,,,,
131-4,131,3,A,SEN,JP,38.29,140.9,12.75,F3,62,5/6/19,5/20/19,63,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,59,0,59,NA,NA,,,,,,,,,,,,,,,,
132-4,132,3,A,WAV,US,37.05,-77.1,12.75,F3,64,5/6/19,5/20/19,77,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,71,0,71,NA,NA,,,,,,,,,,,,,,,,
133-4,133,4,A,BER,US,39.77,-74.9,14.5,F3,63,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
134-4,134,4,A,BRU,US,31.13,-81.5,14.5,F3,62,5/6/19,5/20/19,32,n,6/3/19,6/5/19,21,6/15/19,6/16/19,0,6/17/19,0,21,21,NA,NA,,,,,,,,,,,,,,,,
135-4,135,4,A,KAG,JP,31.6,130.6,14.5,F4,73,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
136-4,136,4,A,KAN,JP,36.56,136.7,14.5,F3,56,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
137-4,137,4,A,KYO,JP,35,135.8,14.5,F4,66,5/6/19,5/20/19,22,n,6/3/19,6/5/19,22,6/15/19,6/16/19,0,6/17/19,0,22,22,NA,NA,,,,,,,,,,,,,,,,
138-4,138,4,A,NVA,US,36.35,-78.4,14.5,F3,56,5/6/19,5/20/19,76,n,6/3/19,6/5/19,52,6/15/19,6/16/19,0,6/17/19,1,52,53,NA,NA,,,,,,,,,,,,,,,,
139-4,139,4,A,OAK,US,28.85,-80.9,14.5,F3,72,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
140-4,140,4,A,PBS,US,26.67,-80.2,14.5,F3,56,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
141-4,141,4,A,SAG,JP,33.25,130.3,14.5,F4,78,5/6/19,5/20/19,54,n,6/3/19,6/5/19,38,6/15/19,6/16/19,0,6/17/19,1,38,39,NA,NA,,,,,,,,,,,,,,,,
142-4,142,4,A,SEN,JP,38.29,140.9,14.5,F3,62,5/6/19,5/20/19,16,n,6/3/19,6/5/19,11,6/15/19,6/16/19,0,6/17/19,0,11,11,NA,NA,,,,,,,,,,,,,,,,
143-4,143,4,A,WAV,US,37.05,-77.1,14.5,F3,67,5/6/19,5/20/19,0,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,NA,,,,,,,,,,,,,,,,
144-4,144,5,A,BER,US,39.77,-74.9,13.25,F3,66,5/6/19,5/20/19,36,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,30,0,30,NA,NA,,,,,,,,,,,,,,,,
145-4,145,5,A,BRU,US,31.13,-81.5,13.25,F3,65,5/6/19,5/20/19,67,n,6/4/19,6/6/19,41,6/15/19,6/16/19,0,6/17/19,16,41,57,NA,NA,,,,,,,,,,,,,,,,
146-4,146,5,A,KAG,JP,31.6,130.6,13.25,F4,72,5/6/19,5/20/19,88,n,6/4/19,6/6/19,12,6/15/19,6/16/19,9,6/17/19,60,21,81,Recount,embryos,NA,,,,,,,,,,,,,,,
147-4,147,5,A,KAN,JP,36.56,136.7,13.25,F3,53,5/6/19,5/20/19,77,n,6/4/19,6/6/19,3,6/15/19,6/16/19,3,6/17/19,19,6,25,NA,NA,,,,,,,,,,,,,,,,
148-4,148,5,A,KYO,JP,35,135.8,13.25,F4,63,5/6/19,5/20/19,171,n,6/4/19,6/6/19,15,6/15/19,6/16/19,7,6/17/19,133,22,155,NA,NA,,,,,,,,,,,,,,,,
149-4,149,5,A,NVA,US,36.35,-78.4,13.25,F3,56,5/6/19,5/20/19,99,n,6/4/19,6/6/19,2,6/15/19,6/16/19,0,6/17/19,83,2,85,NA,NA,,,,,,,,,,,,,,,,
150-4,150,5,A,OAK,US,28.85,-80.9,13.25,F3,69,5/6/19,5/20/19,91,n,6/4/19,6/6/19,74,6/15/19,6/16/19,1,6/17/19,5,75,80,NA,NA,,,,,,,,,,,,,,,,
151-4,151,5,A,PBS,US,26.67,-80.2,13.25,F3,56,5/6/19,5/20/19,0,n,6/4/19,6/6/19,0,6/15/19,6/16/19,0,6/17/19,0,0,0,NA,,,,,,,,,,,,,,,,,
152-4,152,5,A,SAG,JP,33.25,130.3,13.25,F4,76,5/6/19,5/20/19,252,n,6/4/19,6/6/19,41,6/15/19,6/16/19,2,6/17/19,200,43,243,NA,NA,,,,,,,,,,,,,,,,
153-4,153,5,A,SEN,JP,38.29,140.9,13.25,F3,65,5/6/19,5/20/19,151,y,6/4/19,6/6/19,8,6/15/19,6/16/19,2,6/17/19,125,10,135,NA,NA,,,,,,,,,,,,,,,,
154-4,154,5,A,WAV,US,37.05,-77.1,13.25,F3,69,5/6/19,5/20/19,44,n,6/4/19,6/6/19,2,6/15/19,6/16/19,1,6/17/19,32,3,35,NA,NA,,,,,,,,,,,,,,,,
155-4,155,6,A,BER,US,39.77,-74.9,12.5,F3,63,5/7/19,5/20/19,7,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,1,0,1,NA,NA,,,,,,,,,,,,,,,,
156-4,156,6,A,BRU,US,31.13,-81.5,12.5,F3,62,5/7/19,5/20/19,145,n,6/3/19,6/5/19,50,6/15/19,6/16/19,2,6/17/19,58,52,110,NA,NA,,,,,,,,,,,,,,,,
157-4,157,6,A,KAG,JP,31.6,130.6,12.5,F4,72,5/7/19,5/20/19,199,n,6/3/19,6/5/19,27,6/15/19,6/16/19,2,6/17/19,163,29,192,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
158-4,158,6,A,KAN,JP,36.56,136.7,12.5,F3,57,5/7/19,5/20/19,74,n,6/3/19,6/5/19,0,6/15/19,6/16/19,0,6/17/19,66,0,66,NA,NA,,,,,,,,,,,,,,,,
159-4,159,6,A,KYO,JP,35,135.8,12.5,F4,65,5/7/19,5/20/19,169,n,6/3/19,6/5/19,2,6/15/19,6/16/19,1,6/17/19,148,3,151,NA,NA,,,,,,,,,,,,,,,,
160-4,160,6,A,NVA,US,36.35,-78.4,12.5,F3,57,5/7/19,5/20/19,72,n,6/3/19,6/5/19,2,6/15/19,6/16/19,2,6/17/19,60,4,64,NA,NA,,,,,,,,,,,,,,,,
